date,country,region,region_id,client_visits
2024-06-24,Ethiopia,Amhara,Ethiopia: Amhara,98
2024-06-24,Rwanda,Kigali,Rwanda: Kigali,90
2024-06-24,Rwanda,Northern,Rwanda: Northern,94
2024-06-24,Rwanda,Southern,Rwanda: Southern,82
2024-06-24,Malawi,Lilongwe,Malawi: Lilongwe,81
2024-06-24,Malawi,Blantyre,Malawi: Blantyre,55
2024-06-24,Malawi,Mzuzu,Malawi: Mzuzu,60
2024-06-24,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,126
2024-06-24,Tanzania,Mbeya,Tanzania: Mbeya,107
2024-06-24,Tanzania,Mwanza,Tanzania: Mwanza,115
2024-06-25,Kenya,Nairobi,Kenya: Nairobi,111
2024-06-25,Kenya,Coast,Kenya: Coast,119
2024-06-25,Kenya,Rift Valley,Kenya: Rift Valley,142
2024-06-25,Nigeria,Lagos,Nigeria: Lagos,155
2024-06-25,Nigeria,Kano,Nigeria: Kano,170
2024-06-25,Nigeria,Rivers,Nigeria: Rivers,163
2024-06-25,Uganda,Central,Uganda: Central,95
2024-06-25,Uganda,Western,Uganda: Western,109
2024-06-25,Uganda,Eastern,Uganda: Eastern,97
2024-06-25,Ghana,Greater Accra,Ghana: Greater Accra,109
2024-06-25,Ghana,Ashanti,Ghana: Ashanti,91
2024-06-25,Ghana,Northern,Ghana: Northern,102
2024-06-25,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,97
2024-06-25,Ethiopia,Oromia,Ethiopia: Oromia,85
2024-06-25,Ethiopia,Amhara,Ethiopia: Amhara,111
2024-06-25,Rwanda,Kigali,Rwanda: Kigali,83
2024-06-25,Rwanda,Northern,Rwanda: Northern,64
2024-06-25,Rwanda,Southern,Rwanda: Southern,93
2024-06-25,Malawi,Lilongwe,Malawi: Lilongwe,73
2024-06-25,Malawi,Blantyre,Malawi: Blantyre,71
2024-06-25,Malawi,Mzuzu,Malawi: Mzuzu,78
2024-06-25,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,97
2024-06-25,Tanzania,Mbeya,Tanzania: Mbeya,108
2024-06-25,Tanzania,Mwanza,Tanzania: Mwanza,124
2024-06-26,Kenya,Nairobi,Kenya: Nairobi,134
2024-06-26,Kenya,Coast,Kenya: Coast,112
2024-06-26,Kenya,Rift Valley,Kenya: Rift Valley,131
2024-06-26,Nigeria,Lagos,Nigeria: Lagos,150
2024-06-26,Nigeria,Kano,Nigeria: Kano,167
2024-06-26,Nigeria,Rivers,Nigeria: Rivers,144
2024-06-26,Uganda,Central,Uganda: Central,114
2024-06-26,Uganda,Western,Uganda: Western,104
2024-06-26,Uganda,Eastern,Uganda: Eastern,93
2024-06-26,Ghana,Greater Accra,Ghana: Greater Accra,118
2024-06-26,Ghana,Ashanti,Ghana: Ashanti,106
2024-06-26,Ghana,Northern,Ghana: Northern,104
2024-06-26,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,93
2024-06-26,Ethiopia,Oromia,Ethiopia: Oromia,85
2024-06-26,Ethiopia,Amhara,Ethiopia: Amhara,103
2024-06-26,Rwanda,Kigali,Rwanda: Kigali,81
2024-06-26,Rwanda,Northern,Rwanda: Northern,77
2024-06-26,Rwanda,Southern,Rwanda: Southern,88
2024-06-26,Malawi,Lilongwe,Malawi: Lilongwe,79
2024-06-26,Malawi,Blantyre,Malawi: Blantyre,52
2024-06-26,Malawi,Mzuzu,Malawi: Mzuzu,68
2024-06-26,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,124
2024-06-26,Tanzania,Mbeya,Tanzania: Mbeya,104
2024-06-26,Tanzania,Mwanza,Tanzania: Mwanza,96
2024-06-27,Kenya,Nairobi,Kenya: Nairobi,110
2024-06-27,Kenya,Coast,Kenya: Coast,99
2024-06-27,Kenya,Rift Valley,Kenya: Rift Valley,94
2024-06-27,Nigeria,Lagos,Nigeria: Lagos,144
2024-06-27,Nigeria,Kano,Nigeria: Kano,152
2024-06-27,Nigeria,Rivers,Nigeria: Rivers,144
2024-06-27,Uganda,Central,Uganda: Central,110
2024-06-27,Uganda,Western,Uganda: Western,97
2024-06-27,Uganda,Eastern,Uganda: Eastern,122
2024-06-27,Ghana,Greater Accra,Ghana: Greater Accra,87
2024-06-27,Ghana,Ashanti,Ghana: Ashanti,119
2024-06-27,Ghana,Northern,Ghana: Northern,124
2024-06-27,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,77
2024-06-27,Ethiopia,Oromia,Ethiopia: Oromia,88
2024-06-27,Ethiopia,Amhara,Ethiopia: Amhara,90
2024-06-27,Rwanda,Kigali,Rwanda: Kigali,84
2024-06-27,Rwanda,Northern,Rwanda: Northern,89
2024-06-27,Rwanda,Southern,Rwanda: Southern,88
2024-06-27,Malawi,Lilongwe,Malawi: Lilongwe,80
2024-06-27,Malawi,Blantyre,Malawi: Blantyre,62
2024-06-27,Malawi,Mzuzu,Malawi: Mzuzu,65
2024-06-27,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,110
2024-06-27,Tanzania,Mbeya,Tanzania: Mbeya,117
2024-06-27,Tanzania,Mwanza,Tanzania: Mwanza,85
2024-06-28,Kenya,Nairobi,Kenya: Nairobi,113
2024-06-28,Kenya,Coast,Kenya: Coast,112
2024-06-28,Kenya,Rift Valley,Kenya: Rift Valley,105
2024-06-28,Nigeria,Lagos,Nigeria: Lagos,133
2024-06-28,Nigeria,Kano,Nigeria: Kano,154
2024-06-28,Nigeria,Rivers,Nigeria: Rivers,137
2024-06-28,Uganda,Central,Uganda: Central,99
2024-06-28,Uganda,Western,Uganda: Western,100
2024-06-28,Uganda,Eastern,Uganda: Eastern,87
2024-06-28,Ghana,Greater Accra,Ghana: Greater Accra,85
2024-06-28,Ghana,Ashanti,Ghana: Ashanti,99
2024-06-28,Ghana,Northern,Ghana: Northern,121
2024-06-28,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,81
2024-06-28,Ethiopia,Oromia,Ethiopia: Oromia,82
2024-06-28,Ethiopia,Amhara,Ethiopia: Amhara,94
2024-06-28,Rwanda,Kigali,Rwanda: Kigali,67
2024-06-28,Rwanda,Northern,Rwanda: Northern,80
2024-06-28,Rwanda,Southern,Rwanda: Southern,86
2024-06-28,Malawi,Lilongwe,Malawi: Lilongwe,72
2024-06-28,Malawi,Blantyre,Malawi: Blantyre,71
2024-06-28,Malawi,Mzuzu,Malawi: Mzuzu,67
2024-06-28,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,124
2024-06-28,Tanzania,Mbeya,Tanzania: Mbeya,105
2024-06-28,Tanzania,Mwanza,Tanzania: Mwanza,96
2024-06-29,Kenya,Nairobi,Kenya: Nairobi,150
2024-06-29,Kenya,Coast,Kenya: Coast,130
2024-06-29,Kenya,Rift Valley,Kenya: Rift Valley,156
2024-06-29,Nigeria,Lagos,Nigeria: Lagos,154
2024-06-29,Nigeria,Kano,Nigeria: Kano,177
2024-06-29,Nigeria,Rivers,Nigeria: Rivers,209
2024-06-29,Uganda,Central,Uganda: Central,123
2024-06-29,Uganda,Western,Uganda: Western,121
2024-06-29,Uganda,Eastern,Uganda: Eastern,140
2024-06-29,Ghana,Greater Accra,Ghana: Greater Accra,116
2024-06-29,Ghana,Ashanti,Ghana: Ashanti,134
2024-06-29,Ghana,Northern,Ghana: Northern,119
2024-06-29,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,106
2024-06-29,Ethiopia,Oromia,Ethiopia: Oromia,104
2024-06-29,Ethiopia,Amhara,Ethiopia: Amhara,118
2024-06-29,Rwanda,Kigali,Rwanda: Kigali,91
2024-06-29,Rwanda,Northern,Rwanda: Northern,76
2024-06-29,Rwanda,Southern,Rwanda: Southern,104
2024-06-29,Malawi,Lilongwe,Malawi: Lilongwe,71
2024-06-29,Malawi,Blantyre,Malawi: Blantyre,74
2024-06-29,Malawi,Mzuzu,Malawi: Mzuzu,99
2024-06-29,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,136
2024-06-29,Tanzania,Mbeya,Tanzania: Mbeya,147
2024-06-29,Tanzania,Mwanza,Tanzania: Mwanza,131
2024-06-30,Kenya,Nairobi,Kenya: Nairobi,128
2024-06-30,Kenya,Coast,Kenya: Coast,121
2024-06-30,Kenya,Rift Valley,Kenya: Rift Valley,126
2024-06-30,Nigeria,Lagos,Nigeria: Lagos,132
2024-06-30,Nigeria,Kano,Nigeria: Kano,158
2024-06-30,Nigeria,Rivers,Nigeria: Rivers,163
2024-06-30,Uganda,Central,Uganda: Central,95
2024-06-30,Uganda,Western,Uganda: Western,102
2024-06-30,Uganda,Eastern,Uganda: Eastern,106
2024-06-30,Ghana,Greater Accra,Ghana: Greater Accra,92
2024-06-30,Ghana,Ashanti,Ghana: Ashanti,119
2024-06-30,Ghana,Northern,Ghana: Northern,131
2024-06-30,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,92
2024-06-30,Ethiopia,Oromia,Ethiopia: Oromia,90
2024-06-30,Ethiopia,Amhara,Ethiopia: Amhara,108
2024-06-30,Rwanda,Kigali,Rwanda: Kigali,95
2024-06-30,Rwanda,Northern,Rwanda: Northern,86
2024-06-30,Rwanda,Southern,Rwanda: Southern,83
2024-06-30,Malawi,Lilongwe,Malawi: Lilongwe,84
2024-06-30,Malawi,Blantyre,Malawi: Blantyre,78
2024-06-30,Malawi,Mzuzu,Malawi: Mzuzu,77
2024-06-30,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,147
2024-06-30,Tanzania,Mbeya,Tanzania: Mbeya,106
2024-06-30,Tanzania,Mwanza,Tanzania: Mwanza,108
2024-07-01,Kenya,Nairobi,Kenya: Nairobi,117
2024-07-01,Kenya,Coast,Kenya: Coast,112
2024-07-01,Kenya,Rift Valley,Kenya: Rift Valley,96
2024-07-01,Nigeria,Lagos,Nigeria: Lagos,136
2024-07-01,Nigeria,Kano,Nigeria: Kano,142
2024-07-01,Nigeria,Rivers,Nigeria: Rivers,160
2024-07-01,Uganda,Central,Uganda: Central,120
2024-07-01,Uganda,Western,Uganda: Western,98
2024-07-01,Uganda,Eastern,Uganda: Eastern,76
2024-07-01,Ghana,Greater Accra,Ghana: Greater Accra,121
2024-07-01,Ghana,Ashanti,Ghana: Ashanti,108
2024-07-01,Ghana,Northern,Ghana: Northern,103
2024-07-01,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,84
2024-07-01,Ethiopia,Oromia,Ethiopia: Oromia,87
2024-07-01,Ethiopia,Amhara,Ethiopia: Amhara,87
2024-07-01,Rwanda,Kigali,Rwanda: Kigali,83
2024-07-01,Rwanda,Northern,Rwanda: Northern,71
2024-07-01,Rwanda,Southern,Rwanda: Southern,79
2024-07-01,Malawi,Lilongwe,Malawi: Lilongwe,70
2024-07-01,Malawi,Blantyre,Malawi: Blantyre,55
2024-07-01,Malawi,Mzuzu,Malawi: Mzuzu,76
2024-07-01,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,117
2024-07-01,Tanzania,Mbeya,Tanzania: Mbeya,108
2024-07-01,Tanzania,Mwanza,Tanzania: Mwanza,107
2024-07-02,Kenya,Nairobi,Kenya: Nairobi,130
2024-07-02,Kenya,Coast,Kenya: Coast,105
2024-07-02,Kenya,Rift Valley,Kenya: Rift Valley,126
2024-07-02,Nigeria,Lagos,Nigeria: Lagos,125
2024-07-02,Nigeria,Kano,Nigeria: Kano,146
2024-07-02,Nigeria,Rivers,Nigeria: Rivers,143
2024-07-02,Uganda,Central,Uganda: Central,121
2024-07-02,Uganda,Western,Uganda: Western,102
2024-07-02,Uganda,Eastern,Uganda: Eastern,105
2024-07-02,Ghana,Greater Accra,Ghana: Greater Accra,112
2024-07-02,Ghana,Ashanti,Ghana: Ashanti,96
2024-07-02,Ghana,Northern,Ghana: Northern,116
2024-07-02,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,82
2024-07-02,Ethiopia,Oromia,Ethiopia: Oromia,93
2024-07-02,Ethiopia,Amhara,Ethiopia: Amhara,93
2024-07-02,Rwanda,Kigali,Rwanda: Kigali,79
2024-07-02,Rwanda,Northern,Rwanda: Northern,81
2024-07-02,Rwanda,Southern,Rwanda: Southern,90
2024-07-02,Malawi,Lilongwe,Malawi: Lilongwe,70
2024-07-02,Malawi,Blantyre,Malawi: Blantyre,64
2024-07-02,Malawi,Mzuzu,Malawi: Mzuzu,67
2024-07-02,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,84
2024-07-02,Tanzania,Mbeya,Tanzania: Mbeya,105
2024-07-02,Tanzania,Mwanza,Tanzania: Mwanza,105
2024-07-03,Kenya,Nairobi,Kenya: Nairobi,130
2024-07-03,Kenya,Coast,Kenya: Coast,90
2024-07-03,Kenya,Rift Valley,Kenya: Rift Valley,113
2024-07-03,Nigeria,Lagos,Nigeria: Lagos,113
2024-07-03,Nigeria,Kano,Nigeria: Kano,184
2024-07-03,Nigeria,Rivers,Nigeria: Rivers,143
2024-07-03,Uganda,Central,Uganda: Central,124
2024-07-03,Uganda,Western,Uganda: Western,103
2024-07-03,Uganda,Eastern,Uganda: Eastern,92
2024-07-03,Ghana,Greater Accra,Ghana: Greater Accra,90
2024-07-03,Ghana,Ashanti,Ghana: Ashanti,110
2024-07-03,Ghana,Northern,Ghana: Northern,104
2024-07-03,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,84
2024-07-03,Ethiopia,Oromia,Ethiopia: Oromia,82
2024-07-03,Ethiopia,Amhara,Ethiopia: Amhara,78
2024-07-03,Rwanda,Kigali,Rwanda: Kigali,64
2024-07-03,Rwanda,Northern,Rwanda: Northern,79
2024-07-03,Rwanda,Southern,Rwanda: Southern,79
2024-07-03,Malawi,Lilongwe,Malawi: Lilongwe,72
2024-07-03,Malawi,Blantyre,Malawi: Blantyre,69
2024-07-03,Malawi,Mzuzu,Malawi: Mzuzu,85
2024-07-03,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,109
2024-07-03,Tanzania,Mbeya,Tanzania: Mbeya,101
2024-07-03,Tanzania,Mwanza,Tanzania: Mwanza,105
2024-07-04,Kenya,Nairobi,Kenya: Nairobi,111
2024-07-04,Kenya,Coast,Kenya: Coast,115
2024-07-04,Kenya,Rift Valley,Kenya: Rift Valley,125
2024-07-04,Nigeria,Lagos,Nigeria: Lagos,157
2024-07-04,Nigeria,Kano,Nigeria: Kano,132
2024-07-04,Nigeria,Rivers,Nigeria: Rivers,149
2024-07-04,Uganda,Central,Uganda: Central,101
2024-07-04,Uganda,Western,Uganda: Western,96
2024-07-04,Uganda,Eastern,Uganda: Eastern,107
2024-07-04,Ghana,Greater Accra,Ghana: Greater Accra,118
2024-07-04,Ghana,Ashanti,Ghana: Ashanti,102
2024-07-04,Ghana,Northern,Ghana: Northern,109
2024-07-04,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,94
2024-07-04,Ethiopia,Oromia,Ethiopia: Oromia,90
2024-07-04,Ethiopia,Amhara,Ethiopia: Amhara,108
2024-07-04,Rwanda,Kigali,Rwanda: Kigali,85
2024-07-04,Rwanda,Northern,Rwanda: Northern,69
2024-07-04,Rwanda,Southern,Rwanda: Southern,73
2024-07-04,Malawi,Lilongwe,Malawi: Lilongwe,65
2024-07-04,Malawi,Blantyre,Malawi: Blantyre,70
2024-07-04,Malawi,Mzuzu,Malawi: Mzuzu,86
2024-07-04,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,134
2024-07-04,Tanzania,Mbeya,Tanzania: Mbeya,114
2024-07-04,Tanzania,Mwanza,Tanzania: Mwanza,113
2024-07-05,Kenya,Nairobi,Kenya: Nairobi,122
2024-07-05,Kenya,Coast,Kenya: Coast,100
2024-07-05,Kenya,Rift Valley,Kenya: Rift Valley,130
2024-07-05,Nigeria,Lagos,Nigeria: Lagos,154
2024-07-05,Nigeria,Kano,Nigeria: Kano,167
2024-07-05,Nigeria,Rivers,Nigeria: Rivers,169
2024-07-05,Uganda,Central,Uganda: Central,116
2024-07-05,Uganda,Western,Uganda: Western,108
2024-07-05,Uganda,Eastern,Uganda: Eastern,116
2024-07-05,Ghana,Greater Accra,Ghana: Greater Accra,110
2024-07-05,Ghana,Ashanti,Ghana: Ashanti,117
2024-07-05,Ghana,Northern,Ghana: Northern,122
2024-07-05,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,81
2024-07-05,Ethiopia,Oromia,Ethiopia: Oromia,95
2024-07-05,Ethiopia,Amhara,Ethiopia: Amhara,83
2024-07-05,Rwanda,Kigali,Rwanda: Kigali,93
2024-07-05,Rwanda,Northern,Rwanda: Northern,69
2024-07-05,Rwanda,Southern,Rwanda: Southern,87
2024-07-05,Malawi,Lilongwe,Malawi: Lilongwe,71
2024-07-05,Malawi,Blantyre,Malawi: Blantyre,70
2024-07-05,Malawi,Mzuzu,Malawi: Mzuzu,77
2024-07-05,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,96
2024-07-05,Tanzania,Mbeya,Tanzania: Mbeya,111
2024-07-05,Tanzania,Mwanza,Tanzania: Mwanza,96
2024-07-06,Kenya,Nairobi,Kenya: Nairobi,171
2024-07-06,Kenya,Coast,Kenya: Coast,138
2024-07-06,Kenya,Rift Valley,Kenya: Rift Valley,151
2024-07-06,Nigeria,Lagos,Nigeria: Lagos,163
2024-07-06,Nigeria,Kano,Nigeria: Kano,189
2024-07-06,Nigeria,Rivers,Nigeria: Rivers,189
2024-07-06,Uganda,Central,Uganda: Central,148
2024-07-06,Uganda,Western,Uganda: Western,136
2024-07-06,Uganda,Eastern,Uganda: Eastern,115
2024-07-06,Ghana,Greater Accra,Ghana: Greater Accra,140
2024-07-06,Ghana,Ashanti,Ghana: Ashanti,103
2024-07-06,Ghana,Northern,Ghana: Northern,123
2024-07-06,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,93
2024-07-06,Ethiopia,Oromia,Ethiopia: Oromia,92
2024-07-06,Ethiopia,Amhara,Ethiopia: Amhara,99
2024-07-06,Rwanda,Kigali,Rwanda: Kigali,106
2024-07-06,Rwanda,Northern,Rwanda: Northern,93
2024-07-06,Rwanda,Southern,Rwanda: Southern,107
2024-07-06,Malawi,Lilongwe,Malawi: Lilongwe,101
2024-07-06,Malawi,Blantyre,Malawi: Blantyre,82
2024-07-06,Malawi,Mzuzu,Malawi: Mzuzu,100
2024-07-06,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,138
2024-07-06,Tanzania,Mbeya,Tanzania: Mbeya,113
2024-07-06,Tanzania,Mwanza,Tanzania: Mwanza,137
2024-07-07,Kenya,Nairobi,Kenya: Nairobi,137
2024-07-07,Kenya,Coast,Kenya: Coast,116
2024-07-07,Kenya,Rift Valley,Kenya: Rift Valley,132
2024-07-07,Nigeria,Lagos,Nigeria: Lagos,152
2024-07-07,Nigeria,Kano,Nigeria: Kano,178
2024-07-07,Nigeria,Rivers,Nigeria: Rivers,190
2024-07-07,Uganda,Central,Uganda: Central,131
2024-07-07,Uganda,Western,Uganda: Western,98
2024-07-07,Uganda,Eastern,Uganda: Eastern,110
2024-07-07,Ghana,Greater Accra,Ghana: Greater Accra,130
2024-07-07,Ghana,Ashanti,Ghana: Ashanti,128
2024-07-07,Ghana,Northern,Ghana: Northern,157
2024-07-07,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,107
2024-07-07,Ethiopia,Oromia,Ethiopia: Oromia,111
2024-07-07,Ethiopia,Amhara,Ethiopia: Amhara,94
2024-07-07,Rwanda,Kigali,Rwanda: Kigali,102
2024-07-07,Rwanda,Northern,Rwanda: Northern,88
2024-07-07,Rwanda,Southern,Rwanda: Southern,90
2024-07-07,Malawi,Lilongwe,Malawi: Lilongwe,89
2024-07-07,Malawi,Blantyre,Malawi: Blantyre,81
2024-07-07,Malawi,Mzuzu,Malawi: Mzuzu,92
2024-07-07,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,118
2024-07-07,Tanzania,Mbeya,Tanzania: Mbeya,128
2024-07-07,Tanzania,Mwanza,Tanzania: Mwanza,107
2024-07-08,Kenya,Nairobi,Kenya: Nairobi,137
2024-07-08,Kenya,Coast,Kenya: Coast,114
2024-07-08,Kenya,Rift Valley,Kenya: Rift Valley,121
2024-07-08,Nigeria,Lagos,Nigeria: Lagos,165
2024-07-08,Nigeria,Kano,Nigeria: Kano,153
2024-07-08,Nigeria,Rivers,Nigeria: Rivers,202
2024-07-08,Uganda,Central,Uganda: Central,95
2024-07-08,Uganda,Western,Uganda: Western,93
2024-07-08,Uganda,Eastern,Uganda: Eastern,110
2024-07-08,Ghana,Greater Accra,Ghana: Greater Accra,114
2024-07-08,Ghana,Ashanti,Ghana: Ashanti,111
2024-07-08,Ghana,Northern,Ghana: Northern,119
2024-07-08,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,92
2024-07-08,Ethiopia,Oromia,Ethiopia: Oromia,89
2024-07-08,Ethiopia,Amhara,Ethiopia: Amhara,114
2024-07-08,Rwanda,Kigali,Rwanda: Kigali,94
2024-07-08,Rwanda,Northern,Rwanda: Northern,89
2024-07-08,Rwanda,Southern,Rwanda: Southern,79
2024-07-08,Malawi,Lilongwe,Malawi: Lilongwe,80
2024-07-08,Malawi,Blantyre,Malawi: Blantyre,66
2024-07-08,Malawi,Mzuzu,Malawi: Mzuzu,72
2024-07-08,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,123
2024-07-08,Tanzania,Mbeya,Tanzania: Mbeya,104
2024-07-08,Tanzania,Mwanza,Tanzania: Mwanza,112
2024-07-09,Kenya,Nairobi,Kenya: Nairobi,121
2024-07-09,Kenya,Coast,Kenya: Coast,139
2024-07-09,Kenya,Rift Valley,Kenya: Rift Valley,114
2024-07-09,Nigeria,Lagos,Nigeria: Lagos,159
2024-07-09,Nigeria,Kano,Nigeria: Kano,187
2024-07-09,Nigeria,Rivers,Nigeria: Rivers,161
2024-07-09,Uganda,Central,Uganda: Central,128
2024-07-09,Uganda,Western,Uganda: Western,88
2024-07-09,Uganda,Eastern,Uganda: Eastern,123
2024-07-09,Ghana,Greater Accra,Ghana: Greater Accra,109
2024-07-09,Ghana,Ashanti,Ghana: Ashanti,106
2024-07-09,Ghana,Northern,Ghana: Northern,117
2024-07-09,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,96
2024-07-09,Ethiopia,Oromia,Ethiopia: Oromia,87
2024-07-09,Ethiopia,Amhara,Ethiopia: Amhara,94
2024-07-09,Rwanda,Kigali,Rwanda: Kigali,86
2024-07-09,Rwanda,Northern,Rwanda: Northern,73
2024-07-09,Rwanda,Southern,Rwanda: Southern,105
2024-07-09,Malawi,Lilongwe,Malawi: Lilongwe,77
2024-07-09,Malawi,Blantyre,Malawi: Blantyre,75
2024-07-09,Malawi,Mzuzu,Malawi: Mzuzu,83
2024-07-09,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,108
2024-07-09,Tanzania,Mbeya,Tanzania: Mbeya,111
2024-07-09,Tanzania,Mwanza,Tanzania: Mwanza,115
2024-07-10,Kenya,Nairobi,Kenya: Nairobi,134
2024-07-10,Kenya,Coast,Kenya: Coast,135
2024-07-10,Kenya,Rift Valley,Kenya: Rift Valley,140
2024-07-10,Nigeria,Lagos,Nigeria: Lagos,171
2024-07-10,Nigeria,Kano,Nigeria: Kano,167
2024-07-10,Nigeria,Rivers,Nigeria: Rivers,154
2024-07-10,Uganda,Central,Uganda: Central,112
2024-07-10,Uganda,Western,Uganda: Western,103
2024-07-10,Uganda,Eastern,Uganda: Eastern,115
2024-07-10,Ghana,Greater Accra,Ghana: Greater Accra,86
2024-07-10,Ghana,Ashanti,Ghana: Ashanti,114
2024-07-10,Ghana,Northern,Ghana: Northern,124
2024-07-10,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,87
2024-07-10,Ethiopia,Oromia,Ethiopia: Oromia,105
2024-07-10,Ethiopia,Amhara,Ethiopia: Amhara,107
2024-07-10,Rwanda,Kigali,Rwanda: Kigali,101
2024-07-10,Rwanda,Northern,Rwanda: Northern,81
2024-07-10,Rwanda,Southern,Rwanda: Southern,98
2024-07-10,Malawi,Lilongwe,Malawi: Lilongwe,96
2024-07-10,Malawi,Blantyre,Malawi: Blantyre,79
2024-07-10,Malawi,Mzuzu,Malawi: Mzuzu,73
2024-07-10,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,118
2024-07-10,Tanzania,Mbeya,Tanzania: Mbeya,108
2024-07-10,Tanzania,Mwanza,Tanzania: Mwanza,113
2024-07-11,Kenya,Nairobi,Kenya: Nairobi,148
2024-07-11,Kenya,Coast,Kenya: Coast,111
2024-07-11,Kenya,Rift Valley,Kenya: Rift Valley,129
2024-07-11,Nigeria,Lagos,Nigeria: Lagos,126
2024-07-11,Nigeria,Kano,Nigeria: Kano,202
2024-07-11,Nigeria,Rivers,Nigeria: Rivers,165
2024-07-11,Uganda,Central,Uganda: Central,121
2024-07-11,Uganda,Western,Uganda: Western,99
2024-07-11,Uganda,Eastern,Uganda: Eastern,123
2024-07-11,Ghana,Greater Accra,Ghana: Greater Accra,79
2024-07-11,Ghana,Ashanti,Ghana: Ashanti,115
2024-07-11,Ghana,Northern,Ghana: Northern,122
2024-07-11,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,87
2024-07-11,Ethiopia,Oromia,Ethiopia: Oromia,111
2024-07-11,Ethiopia,Amhara,Ethiopia: Amhara,94
2024-07-11,Rwanda,Kigali,Rwanda: Kigali,97
2024-07-11,Rwanda,Northern,Rwanda: Northern,87
2024-07-11,Rwanda,Southern,Rwanda: Southern,102
2024-07-11,Malawi,Lilongwe,Malawi: Lilongwe,77
2024-07-11,Malawi,Blantyre,Malawi: Blantyre,65
2024-07-11,Malawi,Mzuzu,Malawi: Mzuzu,92
2024-07-11,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,128
2024-07-11,Tanzania,Mbeya,Tanzania: Mbeya,96
2024-07-11,Tanzania,Mwanza,Tanzania: Mwanza,103
2024-07-12,Kenya,Nairobi,Kenya: Nairobi,145
2024-07-12,Kenya,Coast,Kenya: Coast,133
2024-07-12,Kenya,Rift Valley,Kenya: Rift Valley,120
2024-07-12,Nigeria,Lagos,Nigeria: Lagos,113
2024-07-12,Nigeria,Kano,Nigeria: Kano,187
2024-07-12,Nigeria,Rivers,Nigeria: Rivers,154
2024-07-12,Uganda,Central,Uganda: Central,97
2024-07-12,Uganda,Western,Uganda: Western,74
2024-07-12,Uganda,Eastern,Uganda: Eastern,120
2024-07-12,Ghana,Greater Accra,Ghana: Greater Accra,114
2024-07-12,Ghana,Ashanti,Ghana: Ashanti,114
2024-07-12,Ghana,Northern,Ghana: Northern,142
2024-07-12,Ethiopia,Addis Ababa,Ethiopia: Addis Ababa,97
2024-07-12,Ethiopia,Oromia,Ethiopia: Oromia,110
2024-07-12,Ethiopia,Amhara,Ethiopia: Amhara,90
2024-07-12,Rwanda,Kigali,Rwanda: Kigali,90
2024-07-12,Rwanda,Northern,Rwanda: Northern,71
2024-07-12,Rwanda,Southern,Rwanda: Southern,89
2024-07-12,Malawi,Lilongwe,Malawi: Lilongwe,82
2024-07-12,Malawi,Blantyre,Malawi: Blantyre,76
2024-07-12,Malawi,Mzuzu,Malawi: Mzuzu,84
2024-07-12,Tanzania,Dar es Salaam,Tanzania: Dar es Salaam,131
2024-07-12,Tanzania,Mbeya,Tanzania: Mbeya,122
2024-07-12,Tanzania,Mwanza,Tanzania: Mwanza,134
2024-07-13,Kenya,Nairobi,Kenya: Nairobi,163
2024-07-13,Kenya,Coast,Kenya: Coast,134
2024-07-13,Kenya,Rift Valley,Kenya: Rift Valley,160
2024-07-13,Nigeria,Lagos,Nigeria: Lagos,178
2024-07-13,Nigeria,Kano,Nigeria: Kano,247
2024-07-13,Nigeria,Rivers,Nigeria: Rivers,206
